,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. Teq Mean (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),P. Omega (deg),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,S. HabCat,P. Habitable,P. Confirmed
970,7325.34,10.74,5.92,63.53,26.12,43.2,43335.5,-14.61,20.52,721.5746168324818,710.0,0.0,710.0,0.0,2.5,6.19,10500.0,415.085907,16.0319,-21.9803,-19.0,0.0046,1.0,0.0,14.128,32.558,74.51,16.44,75.13,0.01,0.05,0.0,0.0,1.0
971,667.67,11.31,0.46,5.22,7.68,146.8,308.4,-20.18,21.61,111.7,0.36,0.29,0.34,287.4,0.49,0.4,3191.0,0.014613,16.2117,-18.8756,-24.4,0.6152,1.0,0.0,0.099,0.261,2.27,7.49,10.36,0.07,0.21,1.0,0.0,1.0
972,339.56,10.39,0.3,3.15,5.72,942.6,102.9,-27.99,19.84,5.05,0.057,0.02,0.06,276.0,0.95,0.86,5519.0,0.608825,18.6147,61.7025,-32.4,8.0324,1.0,0.0,0.595,1.411,-2.32,6.55,1.87,0.12,0.12,1.0,0.0,1.0
973,6358.8,10.94,4.86,53.12,24.11,312.1,30873.8,-23.9,20.91,1058.8,2.55,0.61,2.02,249.3,1.93,5.34,5020.0,16.247527,19.7614,-0.6967,-28.2,1.4084,1.0,0.0,3.154,7.62,-1.21,15.3,22.84,0.04,0.27,0.0,0.0,1.0
974,2607.11,11.64,1.65,19.23,14.96,693.0,4307.4,-26.9,22.26,184.2,0.81,0.02,0.81,343.2,2.1,8.79,4780.0,35.913074,21.4397,-37.8294,-31.1,5.7846,1.0,0.0,4.741,11.567,-2.15,10.53,9.26,0.07,0.08,0.0,0.0,1.0
975,629.52,11.25,0.44,4.98,7.48,874.7,278.4,-27.85,21.5,144.3,0.72,0.09,0.72,166.0,2.42,11.6,4945.0,72.188991,21.8333,-64.7125,-32.1,8.629,1.0,0.0,6.672,16.167,-2.25,7.41,3.15,0.11,0.11,0.0,0.0,1.0
976,495.99,10.97,0.38,4.12,6.72,184.8,186.4,-21.48,20.96,499.48,1.134,0.55,0.95,104.5,0.78,0.78,5180.0,0.386788,22.1422,71.3144,-25.8,0.4366,1.0,0.0,0.483,1.159,1.07,7.07,7.32,0.09,0.36,0.0,0.0,1.0
977,852.08,11.5,0.56,6.45,8.61,271.6,477.7,-22.82,21.98,232.08,0.706,0.16,0.7,228.7,0.87,0.88,5530.0,0.648329,22.2017,29.0658,-27.0,0.6749,1.0,1.0,0.613,1.455,-0.77,7.86,8.33,0.08,0.42,0.0,0.0,1.0
978,11.83,2.53,0.73,1.85,2.16,604.9,8.6,-23.03,4.81,9.13,0.098,0.2,0.1,300.9,0.78,0.72,5089.0,0.308493,23.5969,0.4456,-30.6,3.9788,1.0,0.0,0.433,1.044,-2.1,0.63,-0.04,0.31,0.27,1.0,0.0,1.0
979,5087.04,12.32,2.72,33.52,20.32,9.4,13838.8,-8.26,23.58,721.5746168324818,795.0,0.0,795.0,0.0,1.0,1.03,5940.0,1.173912,21.7419,14.7719,-12.3,0.0007,1.0,0.0,0.805,1.889,1464.22,15.38,126.36,0.0,0.07,0.0,0.0,1.0
980,718.54,11.37,0.49,5.56,7.95,373.3,351.1,-24.18,21.74,320.1,0.925,0.16,0.91,83.0,1.11,1.85,5997.0,3.971636,2.7086,-50.8033,-28.4,1.0799,1.0,0.0,1.476,3.458,-1.55,7.6,6.19,0.09,0.27,0.0,0.0,1.0
981,9538.2,10.3,8.73,89.9,30.43,75.9,83247.3,-16.98,19.67,721.5746168324818,20.3,0.0,20.3,0.0,1.3,1.13,7300.0,3.249778,6.8336,-60.2491,-21.4,0.0298,1.0,0.0,1.25,2.881,22.36,19.03,65.79,0.01,0.05,0.0,0.0,1.0
982,14307.3,9.5,16.66,158.37,38.8,67.1,238397.5,-16.26,18.14,721.5746168324818,80.0,0.0,80.0,0.0,0.9731187859759288,1.78,10207.0,30.781054,8.8844,-56.6494,-20.9,0.0119,1.0,0.0,3.847,8.866,29.35,24.7,89.84,0.01,0.04,0.0,0.0,1.0
983,11127.9,10.01,11.08,110.99,33.34,765.3643735286424,123348.5,-23.631825334382377,19.12,721.5746168324818,10.77480166927491,0.0,10.74170057381325,0.0,0.9731187859759288,1.6,9790.0,21.01273,19.3808,-54.4239,-30.396547214229663,6.976087276129377,1.0,0.0,3.179,7.325,120.02285377975412,20.89,4.429553382663848,0.21608879492600425,0.2633656110965716,0.0,0.0,1.0
984,2225.58,13.44,0.92,12.32,12.87,48.0,2040.3,-15.56,25.76,164250.0,68.0,0.0,68.0,0.0,1.56,1.5,9790.0,5.847799,23.1247,21.1342,-19.5,0.0118,4.0,0.0,1.677,3.864,59.64,11.92,34.16,0.01,0.07,0.0,0.0,1.0
985,3179.4,14.56,1.03,15.0,14.78,60.5,3275.0,-16.74,27.95,82145.0,42.9,0.0,42.9,0.0,1.56,1.5,9790.0,5.847799,23.1247,21.1342,-20.5,0.0186,4.0,0.0,1.677,3.864,36.69,14.94,35.0,0.02,0.07,0.0,0.0,1.0
986,3179.4,13.44,1.31,17.6,15.38,76.2,4163.8,-17.59,25.76,41054.0,27.0,0.1,26.86,80.2,1.56,1.5,9790.0,5.847799,23.1247,21.1342,-21.5,0.0298,4.0,0.0,1.677,3.864,22.18,13.58,32.28,0.02,0.08,0.0,0.0,1.0
987,2861.46,11.61,1.83,21.22,15.7,104.0,5227.6,-18.62,22.21,18000.0,14.5,0.0,14.5,0.0,1.56,1.5,9790.0,5.847799,23.1247,21.1342,-22.8,0.0551,4.0,0.0,1.677,3.864,10.72,10.89,28.02,0.03,0.09,0.0,0.0,1.0
988,1875.85,11.68,1.18,13.74,12.67,101.9,2206.3,-18.66,22.34,5646.0,6.18,0.29,5.91,351.0,1.0,1.4982379558158103,5481.50649867374,1.0,21.1328,-5.2947,-22.9,6.976087276129377,1.0,0.0,0.9733436334576451,2.323896377197656,9.71,9.47,22.2,0.04,0.1,0.0,0.0,1.0
989,4546.54,11.32,3.13,35.47,20.04,73.0,14244.5,-17.25,21.64,4640.0,4.69,0.4,4.3,342.0,0.63,1.4982379558158103,5481.50649867374,0.15455,12.7389,-8.6714,-21.5,6.976087276129377,1.0,0.0,0.9733436334576451,2.323896377197656,21.27,13.1,42.41,0.02,0.06,0.0,0.0,1.0
990,3656.31,13.78,1.4,19.27,16.29,765.3643735286424,5113.5,-23.631825334382377,26.41,721.5746168324818,10.77480166927491,0.0,10.74170057381325,0.0,0.9731187859759288,1.4982379558158103,5481.50649867374,4.748896123665712,13.4128,63.9703,-30.396547214229663,6.976087276129377,1.0,0.0,0.9733436334576451,2.323896377197656,120.02285377975412,14.85,4.429553382663848,0.21608879492600425,0.2633656110965716,0.0,0.0,1.0
991,18154.37,8.99,24.99,224.63,44.94,4001.0,453610.2,-33.98,17.15,0.05,0.0026,0.0,0.0,0.0,0.8,0.12,13200.0,0.4096,14.555,10.1897,-38.7,25.4799,1.0,0.0,0.444,1.023,-2.52,29.54,12.0,0.03,0.04,0.0,0.0,1.0
992,14.66,2.18,1.42,3.09,2.59,461.1,20.8,-21.46,4.14,10.05,0.0769,0.0,0.08,0.0,0.61,0.55,3900.0,0.063474,11.489,-1.4548,-29.3,3.833,3.0,1.0,0.205,0.521,-1.81,-0.13,0.61,0.34,0.36,0.0,0.0,1.0
993,7.59,1.85,1.2,2.22,2.03,341.9,9.1,-19.8,3.52,24.64,0.1399,0.0,0.14,0.0,0.61,0.55,3900.0,0.063474,11.489,-1.4548,-28.0,2.1066,3.0,1.0,0.205,0.521,-1.41,-0.14,0.39,0.4,0.57,0.0,0.0,1.0
994,11.1,1.53,3.1,4.74,2.69,280.0,34.4,-18.52,2.91,44.57,0.2086,0.05,0.21,351.0,0.61,0.55,3900.0,0.063474,11.489,-1.4548,-27.1,1.4142,3.0,1.0,0.205,0.521,-0.98,-0.98,1.38,0.34,0.8,0.0,1.0,1.0
995,21.07,2.37,1.58,3.75,2.98,514.2,33.3,-22.12,4.51,10.0,0.0777,0.0,0.08,0.0,0.63,0.6,4197.0,0.100219,11.6497,-3.9056,-29.8,4.1161,1.0,0.0,0.256,0.641,-1.92,-0.12,0.81,0.32,0.31,0.0,0.0,1.0
996,8.59,1.91,1.23,2.35,2.12,567.2,10.6,-22.08,3.63,5.74,0.0532,0.0,0.05,0.0,0.61,0.57,3930.0,0.069536,11.2869,-1.878,-30.2,5.7122,2.0,0.0,0.214,0.544,-1.98,-0.14,-0.01,0.34,0.31,0.0,0.0,1.0
997,17.1,2.26,1.48,3.35,2.75,457.4,25.3,-21.51,4.3,10.93,0.0818,0.0,0.08,0.0,0.61,0.57,3930.0,0.069536,11.2869,-1.878,-29.3,3.7141,2.0,0.0,0.214,0.544,-1.8,-0.12,0.76,0.34,0.36,0.0,0.0,1.0
998,26.93,2.5,1.72,4.31,3.28,580.1,46.4,-22.76,4.75,30.94,0.1898,0.0,0.19,0.0,0.97,0.96,5850.0,0.968402,11.8795,-1.1985,-30.3,2.6957,1.0,0.0,0.735,1.729,-2.1,-0.11,0.9,0.3,0.28,0.0,0.0,1.0
999,3.64,2.67,0.19,0.51,1.17,585.5,0.7,-22.95,5.08,28.68,0.1814,0.0,0.18,0.0,0.97,0.96,5772.0,0.917778,11.1396,-1.0658,-30.4,2.8206,1.0,0.0,0.719,1.695,-2.1,2.44,-0.8,0.23,0.27,0.0,0.0,1.0
1000,9.1,3.58,0.2,0.71,1.59,631.4,1.8,-23.92,6.81,10.35,0.0856,0.0,0.09,0.0,0.78,0.74,4870.0,0.276356,11.3196,-0.2844,-30.7,4.6082,2.0,0.0,0.414,1.007,-2.11,2.76,-0.5,0.22,0.22,0.0,0.0,1.0
1001,22.72,2.41,1.62,3.91,3.07,800.9,36.9,-24.09,4.58,5.06,0.0532,0.0,0.05,0.0,0.78,0.74,4870.0,0.276356,11.3196,-0.2844,-31.7,7.4179,2.0,0.0,0.414,1.007,-2.22,-0.12,0.37,0.31,0.25,0.0,0.0,1.0
1002,27.0,3.84,0.48,1.83,2.65,658.8,12.9,-24.39,7.3,19.3,0.1369,0.31,0.13,0.0,0.92,0.98,5620.0,0.859582,11.4748,1.6906,-31.0,4.0121,1.0,0.0,0.702,1.662,-2.17,1.72,0.24,0.26,0.2,0.0,0.0,1.0
1003,89.63,7.55,0.21,1.57,3.45,1144.3,18.7,-28.14,14.39,39.94,0.2257,0.0,0.23,0.0,1.35,5.15,5433.0,20.733047,11.2695,1.9868,-33.3,12.183,1.0,0.0,3.487,8.299,-2.36,4.78,0.24,0.16,0.11,0.0,0.0,1.0
1004,19.53,2.33,1.54,3.6,2.9,907.5,30.2,-24.56,4.43,8.28,0.0802,0.0,0.08,0.0,1.01,1.01,5800.0,1.035725,11.5461,2.2449,-32.3,6.7151,1.0,0.0,0.763,1.796,-2.32,-0.12,0.13,0.3,0.25,0.0,0.0,1.0
1005,8.24,1.89,1.22,2.31,2.09,482.6,10.1,-21.35,3.59,39.91,0.2114,0.0,0.21,0.0,0.8,0.78,5698.0,0.575399,11.3437,2.5027,-29.5,1.9664,1.0,0.0,0.572,1.351,-1.93,-0.14,0.11,0.34,0.36,0.0,0.0,1.0
1006,22.12,4.81,0.2,0.96,2.14,447.6,4.4,-23.06,9.15,8.37,0.0627,0.0,0.06,0.0,0.47,0.45,3789.0,0.037447,11.8705,2.5942,-29.2,3.8255,1.0,0.0,0.158,0.403,-1.77,3.33,0.23,0.21,0.26,0.0,0.0,1.0
1007,25.93,2.48,1.7,4.22,3.23,618.4,44.1,-23.03,4.71,11.81,0.091,0.0,0.09,0.0,0.72,0.68,5131.0,0.287552,11.8741,4.2547,-30.6,3.983,1.0,0.0,0.417,1.004,-2.11,-0.11,0.78,0.31,0.27,0.0,0.0,1.0
1008,10.72,2.02,1.3,2.63,2.3,657.7,13.9,-22.85,3.84,7.62,0.0667,0.0,0.07,0.0,0.68,0.66,4742.0,0.197617,11.6732,4.5573,-30.9,5.2751,2.0,0.0,0.352,0.861,-2.12,-0.13,0.01,0.32,0.28,0.0,0.0,1.0
1009,3.09,2.54,0.19,0.48,1.1,484.5,0.6,-22.01,4.83,19.08,0.1229,0.0,0.12,0.0,0.68,0.66,4742.0,0.197617,11.6732,4.5573,-29.5,2.8622,2.0,0.0,0.352,0.861,-1.9,2.41,-0.76,0.24,0.32,0.0,0.0,1.0
1010,16.14,2.23,1.46,3.25,2.69,448.6,23.5,-21.39,4.24,17.97,0.119,0.0,0.12,0.0,0.71,0.66,4320.0,0.136117,11.8887,6.4123,-29.2,2.956,1.0,0.0,0.297,0.739,-1.8,-0.12,0.73,0.34,0.37,0.0,0.0,1.0
1011,16.46,2.24,1.46,3.28,2.71,249.8,24.1,-18.85,4.26,32.94,0.1491,0.0,0.15,0.0,0.41,0.39,3503.0,0.020548,11.504,7.5884,-26.6,1.394,2.0,1.0,0.117,0.304,-0.66,-0.12,1.59,0.37,0.73,0.0,1.0,1.0
1012,7.5,1.84,1.2,2.21,2.02,390.0,9.0,-20.7,3.51,8.96,0.06,0.47,0.05,0.0,0.41,0.39,3503.0,0.020972,11.504,7.5884,-28.9,3.9655,2.0,1.0,0.118,0.307,-1.6,-0.14,0.17,0.38,0.43,0.0,0.0,1.0
1013,97.56,7.74,0.21,1.63,3.55,816.2,20.5,-26.72,14.75,7.92,0.074,0.0,0.07,0.0,0.93,0.86,5430.0,0.576881,11.664,0.6036,-31.8,6.1964,3.0,0.0,0.582,1.385,-2.26,4.88,0.67,0.16,0.12,0.0,0.0,1.0
1014,22.81,4.86,0.2,0.97,2.17,712.5,4.5,-25.11,9.25,11.91,0.0971,0.0,0.1,0.0,0.93,0.86,5430.0,0.576881,11.664,0.6036,-31.2,4.7213,3.0,0.0,0.582,1.385,-2.21,3.35,-0.16,0.2,0.17,0.0,0.0,1.0
1015,1.35,1.14,0.91,1.04,1.09,1197.1,1.2,-24.21,2.17,2.51,0.0344,0.0,0.03,0.0,0.93,0.86,5430.0,0.576881,11.664,0.6036,-33.5,13.3531,3.0,0.0,0.582,1.385,-2.36,-0.17,-1.12,0.28,0.29,0.0,0.0,1.0
1016,4.31,1.59,1.07,1.7,1.65,510.7,4.6,-21.22,3.02,9.32,0.0731,0.0,0.07,0.0,0.64,0.6,4043.0,0.086299,22.6869,-14.489,-29.8,4.3752,2.0,0.0,0.238,0.601,-1.91,-0.15,-0.32,0.34,0.35,0.0,0.0,1.0
1017,8.77,1.92,1.24,2.38,2.14,431.1,10.9,-20.89,3.65,15.5,0.1026,0.0,0.1,0.0,0.64,0.6,4043.0,0.086299,22.6869,-14.489,-29.0,3.1169,2.0,0.0,0.238,0.601,-1.75,-0.14,0.26,0.36,0.4,0.0,0.0,1.0
1018,444.96,2.5,28.48,71.19,13.34,1359.1,12671.4,-26.48,4.75,0.38,0.0088,0.0,0.01,0.0,0.6,0.57,3830.0,0.062724,11.2989,2.6191,-34.0,35.063,1.0,0.0,0.204,0.52,-2.23,-0.88,5.27,0.15,0.23,0.0,0.0,1.0
1019,39.44,5.83,0.2,1.16,2.6,709.3,7.9,-25.49,11.1,20.89,0.1542,0.0,0.15,0.0,1.12,1.21,5743.0,1.428946,16.1716,-24.9903,-31.2,4.1827,2.0,0.0,0.899,2.12,-2.22,3.85,0.16,0.18,0.15,0.0,0.0,1.0
1020,114.42,8.1,0.22,1.74,3.76,560.4,24.6,-25.18,15.44,42.36,0.2471,0.0,0.25,0.0,1.12,1.21,5743.0,1.428946,16.1716,-24.9903,-30.2,2.6098,2.0,0.0,0.899,2.12,-2.07,5.09,1.34,0.15,0.15,0.0,0.0,1.0
1021,7.99,3.43,0.2,0.68,1.53,435.6,1.6,-22.31,6.52,3.48,0.0298,0.27,0.03,62.0,0.29,0.29,3180.0,0.007716,4.2182,15.2478,-29.2,5.394,1.0,0.0,0.072,0.19,-1.71,2.7,-0.33,0.24,0.31,0.0,0.0,1.0
1022,3.64,2.67,0.19,0.51,1.17,388.0,0.7,-21.15,5.08,14.57,0.0962,0.0,0.1,0.0,0.56,0.52,3785.0,0.049792,6.2804,24.5964,-28.6,2.8809,1.0,0.0,0.182,0.465,-1.6,2.44,-0.58,0.25,0.42,0.0,0.0,1.0
1023,29.1,4.45,0.33,1.47,2.56,831.9,9.6,-25.63,8.46,6.77,0.0674,0.16,0.07,0.0,0.89,0.85,5320.0,0.519247,11.4343,1.2307,-31.9,6.8161,1.0,0.0,0.555,1.327,-2.26,2.46,-0.02,0.23,0.17,0.0,0.0,1.0
1024,19.17,2.32,1.53,3.56,2.87,521.7,29.4,-22.14,4.41,2.26,0.0214,0.0,0.02,0.0,0.26,0.29,3214.0,0.008051,22.375,-7.9554,-29.9,7.2265,1.0,0.0,0.074,0.194,-1.87,-0.12,0.7,0.33,0.31,0.0,0.0,1.0
1025,232.02,13.34,0.1,1.3,4.17,1066.6,22.7,-29.08,25.56,3.26,0.0422,0.07,0.04,132.0,0.94,0.86,5358.0,0.546887,4.178,24.402,-33.0,10.9083,1.0,0.0,0.569,1.357,-2.34,9.61,0.74,0.09,0.07,0.0,0.0,1.0
1026,184.02,11.65,0.12,1.36,3.98,996.6,21.4,-28.48,22.27,4.1,0.0484,0.0,0.05,0.0,0.9,0.84,5425.0,0.548337,3.4895,22.2994,-32.7,9.2609,1.0,0.0,0.567,1.351,-2.32,8.18,0.7,0.1,0.08,0.0,0.0,1.0
1027,590.1,11.18,0.42,4.72,7.27,1572.5,249.2,-30.38,21.37,1.26,0.0228,0.0,0.02,0.0,1.0,0.99,5412.0,0.754382,16.3627,-23.5479,-34.7,23.3003,1.0,0.0,0.666,1.586,-2.4,7.31,1.81,0.11,0.1,0.0,0.0,1.0
1028,30.94,5.38,0.2,1.07,2.4,769.0,6.1,-25.67,10.24,8.99,0.0808,0.0,0.08,0.0,0.87,0.87,5315.0,0.541928,16.8284,-19.5428,-31.6,5.7405,3.0,0.0,0.567,1.356,-2.23,3.62,-0.06,0.19,0.16,0.0,0.0,1.0
1029,8.35,3.48,0.2,0.69,1.55,582.8,1.7,-23.51,6.62,20.66,0.1407,0.0,0.14,0.0,0.87,0.87,5315.0,0.541928,16.8284,-19.5428,-30.3,3.2957,3.0,0.0,0.567,1.356,-2.08,2.72,-0.49,0.22,0.24,0.0,0.0,1.0
1030,10.48,3.75,0.2,0.75,1.67,505.1,2.1,-23.04,7.13,31.72,0.1873,0.0,0.19,0.0,0.87,0.87,5315.0,0.541928,16.8284,-19.5428,-29.7,2.4756,3.0,0.0,0.567,1.356,-1.96,2.83,-0.29,0.22,0.26,0.0,0.0,1.0
1031,1175.97,5.04,9.19,46.3,15.28,716.8,10801.9,-25.22,9.59,5.42,0.0498,0.0,0.05,0.0,0.56,1.05,3540.0,0.155339,16.1708,-19.3193,-31.2,11.2559,1.0,0.0,0.322,0.834,-2.06,1.94,9.3,0.09,0.17,0.0,0.0,1.0
1032,559.38,15.13,0.16,2.44,6.08,1590.9,90.3,-31.09,29.07,3.0,0.0442,0.0,0.04,0.0,1.28,1.53,6132.0,2.969486,8.5053,22.2359,-34.7,18.5319,1.0,0.0,1.266,2.957,-2.44,11.0,1.22,0.08,0.06,0.0,0.0,1.0
1033,2.73,1.4,0.99,1.39,1.4,978.8,2.7,-23.78,2.66,2.4,0.032,0.0,0.03,0.0,0.76,0.72,4680.0,0.22312,11.3402,1.286,-32.6,12.0126,2.0,0.0,0.375,0.919,-2.26,-0.16,-0.87,0.29,0.29,0.0,0.0,1.0
1034,12.31,2.09,1.35,2.82,2.43,737.3,16.6,-23.42,3.97,5.61,0.0564,0.0,0.06,0.0,0.76,0.72,4680.0,0.22312,11.3402,1.286,-31.4,6.8072,2.0,0.0,0.375,0.919,-2.17,-0.13,0.0,0.31,0.27,0.0,0.0,1.0
1035,2.22,1.32,0.97,1.28,1.3,1231.5,2.1,-24.66,2.51,1.42,0.023,0.0,0.02,0.0,0.8,0.74,4924.0,0.288819,11.2966,3.8664,-33.6,17.2106,2.0,0.0,0.422,1.025,-2.33,-0.16,-1.01,0.28,0.29,0.0,0.0,1.0
1036,4.24,2.8,0.19,0.54,1.23,792.8,0.8,-24.37,5.32,5.34,0.0555,0.0,0.06,0.0,0.8,0.74,4924.0,0.288819,11.2966,3.8664,-31.7,7.1101,2.0,0.0,0.422,1.025,-2.22,2.48,-0.89,0.23,0.23,0.0,0.0,1.0
1037,4.51,1.61,1.08,1.74,1.67,973.4,4.9,-24.06,3.06,4.44,0.0511,0.0,0.05,0.0,0.9,0.85,5413.0,0.556519,16.2301,-24.7871,-32.6,8.8734,3.0,0.0,0.572,1.362,-2.32,-0.15,-0.69,0.29,0.28,0.0,0.0,1.0
1038,4.0,2.75,0.19,0.53,1.21,860.5,0.8,-24.69,5.23,6.43,0.0654,0.0,0.07,0.0,0.9,0.85,5413.0,0.556519,16.2301,-24.7871,-32.0,6.9305,3.0,0.0,0.572,1.362,-2.28,2.46,-0.93,0.22,0.23,0.0,0.0,1.0
1039,3.91,2.73,0.19,0.52,1.2,662.6,0.8,-23.54,5.19,14.09,0.1103,0.0,0.11,0.0,0.9,0.85,5413.0,0.556519,16.2301,-24.7871,-30.9,4.1077,3.0,0.0,0.572,1.362,-2.17,2.45,-0.83,0.23,0.25,0.0,0.0,1.0
1040,12.0,1.55,3.22,4.99,2.78,1183.5,38.7,-24.83,2.95,4.02,0.0506,0.0,0.05,0.0,1.07,1.1,5757.0,1.192505,16.0022,-23.1893,-33.4,11.605,2.0,0.0,0.821,1.934,-2.38,-1.0,-0.17,0.28,0.28,0.0,0.0,1.0
1041,9.9,2.42,0.7,1.69,2.02,857.5,6.9,-24.4,4.6,10.56,0.0964,0.0,0.1,0.0,1.07,1.1,5757.0,1.192505,16.0022,-23.1893,-32.0,6.0838,2.0,0.0,0.821,1.934,-2.3,0.63,-0.39,0.29,0.24,0.0,0.0,1.0
1042,50.3,8.2,0.09,0.75,2.48,1702.5,4.6,-30.05,15.63,4.61,0.062,0.0,0.06,0.0,1.53,3.88,4881.0,7.666347,22.5579,-9.0228,-35.0,33.8399,1.0,0.0,2.181,5.298,-2.36,6.38,-0.57,0.13,0.1,0.0,0.0,1.0
1043,13.84,2.15,1.39,2.99,2.54,655.1,19.3,-22.96,4.09,6.69,0.0617,0.0,0.06,0.0,0.7,0.64,4613.0,0.166412,11.7777,-5.1719,-30.9,5.53,1.0,0.0,0.325,0.799,-2.11,-0.13,0.19,0.32,0.28,0.0,0.0,1.0
1044,14.02,4.13,0.2,0.82,1.84,674.1,2.8,-24.51,7.85,3.47,0.0378,0.0,0.04,0.0,0.6,0.57,3939.0,0.070175,11.2745,-3.9754,-31.0,8.0341,1.0,0.0,0.215,0.546,-2.07,3.0,-0.36,0.21,0.2,0.0,0.0,1.0
1045,3.86,2.72,0.19,0.52,1.19,1284.2,0.7,-26.42,5.17,5.66,0.0651,0.0,0.07,0.0,1.15,1.58,5912.0,2.736162,11.6008,-2.5209,-33.8,12.9617,1.0,0.0,1.231,2.891,-2.41,2.45,-1.09,0.22,0.22,0.0,0.0,1.0
1046,60.99,6.71,0.2,1.35,3.01,810.9,12.3,-26.38,12.78,1.73,0.0224,0.0,0.02,0.0,0.5,0.45,4103.0,0.05149,11.3089,-1.7741,-31.8,10.7215,1.0,0.0,0.184,0.462,-2.16,4.32,0.32,0.17,0.13,0.0,0.0,1.0
1047,11.38,2.05,1.32,2.71,2.36,842.7,15.0,-23.96,3.9,19.15,0.1382,0.0,0.14,0.0,0.96,1.29,6256.0,2.286947,11.6178,-0.9073,-32.0,4.9756,1.0,0.0,1.102,2.569,-2.31,-0.13,-0.16,0.3,0.26,0.0,0.0,1.0
1048,8.24,1.89,1.22,2.31,2.09,460.6,10.1,-21.15,3.59,31.64,0.1779,0.0,0.18,0.0,0.75,0.76,5054.0,0.33811,11.2388,2.7807,-29.3,2.2768,1.0,0.0,0.454,1.096,-1.86,-0.14,0.15,0.35,0.37,0.0,0.0,1.0
1049,16.46,2.24,1.46,3.28,2.71,503.4,24.1,-21.91,4.26,20.51,0.1344,0.0,0.13,0.0,0.77,0.73,4899.0,0.275401,11.7416,3.2724,-29.7,2.8949,1.0,0.0,0.413,1.003,-1.94,-0.12,0.61,0.33,0.32,0.0,0.0,1.0
1050,8.95,1.93,1.24,2.4,2.15,702.5,11.1,-23.03,3.67,2.77,0.0309,0.0,0.03,0.0,0.51,0.45,4175.0,0.0552,11.8213,3.4756,-31.2,7.7669,1.0,0.0,0.19,0.476,-2.11,-0.14,-0.16,0.32,0.28,0.0,0.0,1.0
1051,4.31,1.59,1.07,1.7,1.65,532.8,4.6,-21.4,3.02,8.75,0.0705,0.0,0.07,0.0,0.61,0.55,4326.0,0.095052,11.2989,5.9884,-29.9,4.1584,1.0,0.0,0.248,0.618,-1.96,-0.15,-0.35,0.33,0.34,0.0,0.0,1.0
1052,579.403626173097,12.9,1.525530303030303,6.3823641588296764,4.238435214211076,853.8,4536.8270898641595,-28.03,24.71,13.01,0.1086,0.0,0.11,0.0,1.01,1.37,5452.0,1.487833,16.4541,-27.957,-32.0,6.7267,1.0,0.0,0.933,2.219,-2.28,3.728769592476489,4.429553382663848,0.21608879492600425,0.08,0.0,0.0,1.0
1053,550.17,11.1,0.4,4.47,7.04,1494.0,221.3,-30.14,21.22,3.53,0.0485,0.0,0.05,0.0,1.21,1.49,6113.0,2.781506,16.4408,-24.9699,-34.4,16.4283,1.0,0.0,1.226,2.866,-2.44,7.21,1.79,0.11,0.08,0.0,0.0,1.0
1054,26.93,2.5,1.72,4.31,3.28,686.0,46.4,-23.5,4.75,12.21,0.0975,0.0,0.1,0.0,0.83,0.85,5269.0,0.499621,16.2761,-20.4005,-31.1,4.6472,1.0,0.0,0.546,1.307,-2.18,-0.11,0.69,0.3,0.25,0.0,0.0,1.0
1055,1.39,1.15,0.91,1.05,1.1,398.5,1.3,-19.43,2.19,9.78,0.0671,0.0,0.07,0.0,0.42,0.38,3798.0,0.026957,22.5369,-17.544,-28.7,3.0184,1.0,0.0,0.134,0.342,-1.64,-0.17,-0.67,0.36,0.49,0.0,0.0,1.0
1056,11.08,3.82,0.2,0.76,1.7,835.3,2.2,-25.28,7.26,2.85,0.0349,0.0,0.03,0.0,0.7,0.63,4456.0,0.140395,22.2501,-17.2507,-31.9,9.6424,1.0,0.0,0.3,0.743,-2.2,2.86,-0.59,0.21,0.19,0.0,0.0,1.0
1057,12.55,2.1,1.36,2.85,2.44,563.6,17.0,-22.26,3.99,9.01,0.0746,0.0,0.07,0.0,0.68,0.62,4434.0,0.133308,22.8461,-14.0699,-30.2,4.4302,1.0,0.0,0.293,0.725,-2.01,-0.13,0.26,0.33,0.3,0.0,0.0,1.0
1058,3.68,2.68,0.19,0.51,1.17,841.4,0.7,-24.54,5.09,7.05,0.0692,0.0,0.07,0.0,0.89,0.86,5413.0,0.56969,22.2548,-14.0498,-31.9,6.6266,3.0,0.0,0.579,1.378,-2.27,2.44,-0.95,0.22,0.23,0.0,0.0,1.0
1059,4.61,1.62,1.08,1.76,1.69,1183.1,5.0,-24.93,3.08,2.54,0.035,0.0,0.04,0.0,0.89,0.86,5413.0,0.56969,22.2548,-14.0498,-33.4,13.1232,3.0,0.0,0.579,1.378,-2.36,-0.15,-0.78,0.29,0.28,0.0,0.0,1.0
